rec_loss	psnr	test_mse	feat_mse	index	attck_img	victim_img
0.3235650062561035	12.213191032409668	tensor(0.9567)	1.7871e-01	0	attck__idx0.png	victim__idx0.png
0.8136546611785889	8.53390884399414	tensor(2.2321)	6.1806e+00	1	attck__idx1.png	victim__idx1.png
